year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2010,1,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,91.00,29.00,7.82,1.00,12.07,0.00,8.11,6.00,0.00,1453.00,535.00,49.00,320.00,0.00,549.00
2010,1,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,674.00,112.00,48.24,13.66,18.24,0.00,31.86,14.00,0.00,4976.00,2092.00,771.00,632.00,0.00,1481.00
2010,1,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,53.00,6.00,2.00,0.84,2.31,0.00,0.86,0.00,0.00,164.00,57.00,46.00,43.00,0.00,18.00
2010,1,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,246.00,64.00,25.50,0.37,21.69,0.00,16.44,0.00,0.00,3829.00,1769.00,59.00,785.00,0.00,1216.00
2010,1,CO,Continental Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,311.00,47.00,13.42,1.44,16.57,2.02,13.55,0.00,0.00,1965.00,767.00,32.00,368.00,316.00,482.00
2010,1,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,108.00,13.00,2.73,0.00,4.44,0.00,5.82,2.00,0.00,1141.00,193.00,0.00,128.00,0.00,820.00
2010,1,EV,Atlantic Southeast Airlines,AUS,Austin  TX: Austin - Bergstrom International,11.00,5.00,2.20,0.24,1.56,0.00,1.00,0.00,0.00,127.00,53.00,7.00,38.00,0.00,29.00
2010,1,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,93.00,12.00,3.03,0.00,2.99,0.00,5.98,0.00,1.00,367.00,70.00,0.00,60.00,0.00,237.00
2010,1,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,42.00,5.00,1.81,0.06,2.10,0.00,1.03,1.00,0.00,203.00,36.00,3.00,80.00,0.00,84.00
2010,1,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,11.00,3.14,0.38,0.29,0.00,7.19,0.00,0.00,647.00,160.00,30.00,22.00,0.00,435.00
2010,1,US,US Airways Inc.,AUS,Austin  TX: Austin - Bergstrom International,1.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,1,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1367.00,255.00,101.68,2.19,24.98,0.94,125.22,12.00,1.00,11565.00,4221.00,86.00,781.00,19.00,6458.00
2010,1,XE,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,66.00,6.00,1.15,1.00,1.31,0.00,2.54,1.00,0.00,277.00,44.00,24.00,31.00,0.00,178.00
2010,1,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,310.00,65.00,39.00,10.00,16.00,0.00,0.00,2.00,0.00,3573.00,2345.00,731.00,497.00,0.00,0.00
2010,2,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,102.00,30.00,10.05,0.92,14.37,0.00,4.66,7.00,1.00,1656.00,504.00,43.00,456.00,0.00,653.00
2010,2,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,605.00,122.00,46.57,10.43,23.51,0.00,41.49,24.00,0.00,6340.00,1914.00,989.00,1142.00,0.00,2295.00
2010,2,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,48.00,4.00,1.29,0.00,1.71,0.00,1.00,0.00,0.00,189.00,57.00,0.00,51.00,0.00,81.00
2010,2,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,221.00,58.00,17.00,2.39,23.01,1.00,14.61,13.00,0.00,3943.00,1462.00,346.00,1225.00,27.00,883.00
2010,2,CO,Continental Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,275.00,52.00,22.31,3.17,17.55,1.68,7.30,11.00,2.00,2049.00,758.00,122.00,626.00,35.00,508.00
2010,2,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,98.00,16.00,6.78,1.00,6.40,0.00,1.83,5.00,0.00,604.00,282.00,25.00,134.00,0.00,163.00
2010,2,EV,Atlantic Southeast Airlines,AUS,Austin  TX: Austin - Bergstrom International,9.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,2,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,84.00,19.00,3.25,0.00,10.31,0.00,5.44,1.00,0.00,768.00,161.00,0.00,254.00,0.00,353.00
2010,2,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,53.00,4.00,2.00,0.00,1.90,0.00,0.10,0.00,0.00,160.00,49.00,0.00,106.00,0.00,5.00
2010,2,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,28.00,9.00,1.39,0.00,1.00,0.00,6.61,0.00,0.00,488.00,48.00,0.00,17.00,0.00,423.00
2010,2,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1242.00,193.00,69.26,3.53,31.52,0.84,87.85,34.00,1.00,9237.00,2577.00,456.00,1449.00,28.00,4727.00
2010,2,XE,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,75.00,12.00,6.47,0.00,1.00,0.00,4.53,0.00,0.00,512.00,329.00,0.00,20.00,0.00,163.00
2010,2,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,296.00,63.00,23.00,1.00,20.59,0.00,18.41,5.00,1.00,3557.00,1255.00,152.00,748.00,0.00,1402.00
2010,3,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,124.00,25.00,13.05,1.90,7.10,0.00,2.95,3.00,0.00,1794.00,1035.00,234.00,330.00,0.00,195.00
2010,3,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,674.00,148.00,45.72,15.88,19.24,0.00,67.16,4.00,1.00,8387.00,2185.00,1405.00,946.00,0.00,3851.00
2010,3,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,78.00,3.00,2.30,0.00,0.70,0.00,0.00,0.00,0.00,161.00,140.00,0.00,21.00,0.00,0.00
2010,3,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,251.00,62.00,23.77,0.00,18.72,0.00,19.51,4.00,0.00,4489.00,1769.00,0.00,818.00,0.00,1902.00
2010,3,CO,Continental Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,303.00,67.00,23.85,0.42,22.87,2.31,17.55,0.00,0.00,2496.00,960.00,27.00,547.00,57.00,905.00
2010,3,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,112.00,16.00,5.07,1.30,4.03,0.00,5.60,2.00,1.00,1132.00,335.00,180.00,82.00,0.00,535.00
2010,3,EV,Atlantic Southeast Airlines,AUS,Austin  TX: Austin - Bergstrom International,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,3,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,93.00,18.00,4.43,0.68,5.65,0.00,7.24,1.00,0.00,854.00,219.00,19.00,211.00,0.00,405.00
2010,3,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,80.00,11.00,1.80,0.08,4.60,0.00,4.52,0.00,0.00,538.00,114.00,3.00,162.00,0.00,259.00
2010,3,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,31.00,4.00,1.12,0.00,0.06,0.00,2.82,0.00,0.00,194.00,33.00,0.00,6.00,0.00,155.00
2010,3,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1430.00,276.00,115.32,2.71,24.93,1.72,131.33,3.00,2.00,12003.00,4739.00,101.00,941.00,35.00,6187.00
2010,3,XE,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,83.00,7.00,3.00,2.15,0.27,0.00,1.58,1.00,0.00,293.00,146.00,84.00,7.00,0.00,56.00
2010,3,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,323.00,49.00,27.00,1.00,7.45,0.00,13.55,0.00,1.00,2834.00,1497.00,47.00,241.00,0.00,1049.00
2010,4,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,93.00,14.00,8.83,0.00,4.17,0.00,1.00,1.00,0.00,882.00,760.00,0.00,93.00,0.00,29.00
2010,4,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,649.00,76.00,36.54,5.89,10.55,0.00,23.02,1.00,0.00,3883.00,1827.00,340.00,392.00,0.00,1324.00
2010,4,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,87.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,61.00,42.00,0.00,19.00,0.00,0.00
2010,4,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,236.00,33.00,12.62,1.16,8.95,1.00,9.27,0.00,0.00,1740.00,785.00,77.00,294.00,15.00,569.00
2010,4,CO,Continental Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,301.00,36.00,18.15,2.36,10.56,0.71,4.23,0.00,0.00,1287.00,698.00,124.00,281.00,12.00,172.00
2010,4,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,138.00,19.00,7.33,0.00,4.90,0.00,6.76,0.00,0.00,1104.00,447.00,0.00,196.00,0.00,461.00
2010,4,EV,Atlantic Southeast Airlines,AUS,Austin  TX: Austin - Bergstrom International,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,4,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,90.00,12.00,2.07,0.80,4.63,0.00,4.49,0.00,0.00,570.00,164.00,43.00,178.00,0.00,185.00
2010,4,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,181.00,24.00,10.20,0.00,10.05,0.00,3.75,1.00,0.00,1178.00,589.00,0.00,327.00,0.00,262.00
2010,4,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,30.00,2.00,0.06,0.00,0.00,0.00,1.94,0.00,0.00,102.00,5.00,0.00,0.00,0.00,97.00
2010,4,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1404.00,207.00,91.86,1.53,21.16,0.00,92.46,1.00,3.00,8701.00,3574.00,235.00,619.00,0.00,4273.00
2010,4,XE,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,72.00,7.00,3.47,0.00,1.56,0.00,1.97,0.00,0.00,281.00,183.00,0.00,37.00,0.00,61.00
2010,4,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,294.00,45.00,27.00,0.00,9.68,0.00,8.32,0.00,0.00,2487.00,1656.00,0.00,297.00,0.00,534.00
2010,5,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,86.00,13.00,3.65,0.34,6.05,0.00,2.95,1.00,0.00,535.00,194.00,10.00,187.00,0.00,144.00
2010,5,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,664.00,120.00,38.68,12.79,25.78,0.00,42.75,11.00,1.00,7933.00,2197.00,962.00,1279.00,0.00,3495.00
2010,5,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,88.00,7.00,2.43,0.00,2.15,0.00,2.42,0.00,1.00,387.00,218.00,0.00,63.00,0.00,106.00
2010,5,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,244.00,29.00,16.57,1.12,5.86,0.00,5.46,2.00,0.00,1817.00,1156.00,23.00,213.00,0.00,425.00
2019,1,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,232.00,37.00,15.87,0.00,6.53,0.00,14.60,3.00,0.00,1929.00,662.00,0.00,235.00,0.00,1032.00
2019,1,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,514.00,68.00,14.66,5.34,20.08,0.00,27.92,2.00,0.00,4193.00,1158.00,382.00,930.00,0.00,1723.00
2019,1,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1916.00,231.00,83.46,5.22,40.02,0.57,101.72,21.00,0.00,9324.00,3634.00,235.00,1344.00,12.00,4099.00
2019,1,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,133.00,27.00,15.00,2.00,6.00,0.00,4.00,1.00,0.00,1487.00,952.00,64.00,176.00,0.00,295.00
2019,1,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,52.00,14.00,0.55,1.00,8.62,0.00,3.82,4.00,0.00,662.00,28.00,28.00,343.00,0.00,263.00
2019,2,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,910.00,211.00,79.30,7.23,53.43,0.00,71.04,5.00,0.00,10590.00,4401.00,443.00,1892.00,0.00,3854.00
2019,2,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,125.00,51.00,7.78,1.46,23.39,0.00,18.37,4.00,0.00,3502.00,727.00,276.00,1066.00,0.00,1433.00
2019,2,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,168.00,41.00,17.07,0.06,10.48,0.00,13.38,1.00,0.00,3312.00,1643.00,3.00,647.00,0.00,1019.00
2019,2,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,546.00,105.00,41.27,6.45,28.52,0.00,28.76,0.00,3.00,6370.00,2387.00,561.00,1247.00,0.00,2175.00
2019,2,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,56.00,0.00,0.00
2019,2,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,140.00,28.00,8.75,0.84,9.56,0.00,8.85,1.00,0.00,1890.00,689.00,37.00,432.00,0.00,732.00
2019,2,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,43.00,8.00,0.00,0.00,3.07,0.00,4.93,0.00,0.00,317.00,0.00,0.00,62.00,0.00,255.00
2019,2,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,111.00,19.00,5.04,1.00,9.39,0.00,3.57,0.00,0.00,2315.00,396.00,917.00,819.00,0.00,183.00
2019,2,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,185.00,31.00,7.60,1.78,8.13,0.00,13.49,2.00,0.00,2263.00,565.00,202.00,356.00,0.00,1140.00
2019,2,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,522.00,96.00,18.15,3.28,31.94,0.00,42.62,2.00,0.00,6900.00,1450.00,335.00,1172.00,0.00,3943.00
2019,2,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,1781.00,405.00,161.93,3.94,68.03,0.00,171.10,49.00,1.00,21381.00,8848.00,466.00,2774.00,0.00,9293.00
2019,2,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,114.00,27.00,10.00,2.00,9.00,0.00,6.00,2.00,0.00,1963.00,495.00,564.00,395.00,0.00,509.00
2019,2,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,19.00,3.00,0.24,0.00,0.15,0.00,2.61,1.00,0.00,188.00,6.00,0.00,11.00,0.00,171.00
2019,3,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,1020.00,214.00,84.58,6.69,51.65,0.16,70.93,17.00,1.00,10500.00,3807.00,421.00,1849.00,6.00,4417.00
2019,3,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,147.00,29.00,8.72,0.70,11.24,0.00,8.34,0.00,0.00,1291.00,362.00,115.00,363.00,0.00,451.00
2019,3,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,186.00,40.00,20.06,0.49,10.06,0.00,9.40,1.00,0.00,3379.00,1791.00,107.00,460.00,0.00,1021.00
2019,3,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,687.00,77.00,36.27,2.54,22.72,0.00,15.47,0.00,0.00,3957.00,2110.00,200.00,793.00,0.00,854.00
2019,3,EV,ExpressJet Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2019,3,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,150.00,22.00,6.99,0.97,3.54,0.00,10.50,2.00,0.00,1743.00,372.00,49.00,227.00,0.00,1095.00
2019,3,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,75.00,10.00,0.22,1.00,2.53,0.00,6.26,0.00,0.00,545.00,17.00,67.00,65.00,0.00,396.00
2019,3,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,248.00,15.00,4.56,0.76,5.97,0.00,3.70,2.00,1.00,803.00,215.00,13.00,467.00,0.00,108.00
2019,3,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,204.00,28.00,13.01,0.00,6.13,0.00,8.86,1.00,0.00,1463.00,741.00,0.00,260.00,0.00,462.00
2019,3,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,725.00,153.00,36.52,1.34,43.45,1.00,70.70,6.00,2.00,9182.00,1771.00,117.00,1449.00,20.00,5825.00
2019,3,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,2009.00,295.00,109.86,2.61,46.02,2.47,134.04,65.00,5.00,14139.00,5231.00,252.00,1585.00,69.00,7002.00
2019,3,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,107.00,19.00,11.00,1.00,5.00,0.00,2.00,1.00,0.00,1872.00,1567.00,79.00,131.00,0.00,95.00
2019,4,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,917.00,214.00,78.69,9.00,54.11,0.71,71.49,34.00,1.00,12903.00,4279.00,943.00,2356.00,40.00,5285.00
2019,4,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,176.00,32.00,9.24,0.00,10.02,0.00,12.74,2.00,2.00,2275.00,1094.00,0.00,451.00,0.00,730.00
2019,4,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,180.00,42.00,19.92,0.00,10.22,0.00,11.86,2.00,1.00,4219.00,1978.00,0.00,717.00,0.00,1524.00
2019,4,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,673.00,93.00,34.73,4.11,27.01,0.00,27.14,1.00,3.00,5368.00,2176.00,573.00,799.00,0.00,1820.00
2019,4,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,147.00,31.00,6.78,0.00,11.69,0.00,12.53,1.00,1.00,2556.00,571.00,0.00,399.00,0.00,1586.00
2019,4,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,71.00,15.00,2.68,2.39,4.60,0.00,5.32,1.00,1.00,977.00,136.00,145.00,154.00,0.00,542.00
2019,4,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,240.00,32.00,9.04,1.57,11.27,0.00,10.13,5.00,1.00,1909.00,433.00,316.00,593.00,0.00,567.00
2019,4,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,195.00,23.00,6.28,0.00,9.41,0.00,7.31,0.00,3.00,1141.00,459.00,0.00,266.00,0.00,416.00
2019,4,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,730.00,149.00,41.28,7.44,38.86,0.00,61.42,5.00,3.00,9846.00,2713.00,668.00,1526.00,0.00,4939.00
2019,4,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,2030.00,369.00,132.21,6.10,73.82,0.90,155.95,79.00,9.00,18785.00,6806.00,685.00,2780.00,26.00,8488.00
2019,4,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,73.00,13.00,3.00,2.00,3.00,0.00,5.00,1.00,1.00,1109.00,496.00,122.00,78.00,0.00,413.00
2019,4,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,58.00,10.00,0.66,0.00,9.10,0.00,0.24,1.00,1.00,360.00,18.00,0.00,337.00,0.00,5.00
2019,5,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,254.00,65.00,16.96,1.05,16.20,0.00,30.79,2.00,0.00,4124.00,1180.00,46.00,1031.00,0.00,1867.00
2019,5,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,83.00,13.00,3.98,0.54,5.88,0.00,2.60,0.00,1.00,984.00,592.00,37.00,204.00,0.00,151.00
2019,5,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,287.00,56.00,15.54,3.31,20.12,0.00,17.02,3.00,2.00,3684.00,1315.00,250.00,878.00,0.00,1241.00
2019,5,YX,Republic Airline,AUS,Austin  TX: Austin - Bergstrom International,64.00,7.00,0.00,0.48,6.52,0.00,0.00,0.00,0.00,327.00,0.00,20.00,307.00,0.00,0.00
2019,5,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,173.00,22.00,6.69,0.82,10.92,0.00,3.57,1.00,2.00,1561.00,470.00,237.00,390.00,0.00,464.00
2019,5,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,775.00,192.00,50.70,14.43,43.71,0.00,83.16,8.00,4.00,18691.00,4180.00,2336.00,3012.00,0.00,9163.00
2019,5,WN,Southwest Airlines Co.,AUS,Austin  TX: Austin - Bergstrom International,2101.00,460.00,158.35,8.09,83.09,0.99,209.48,65.00,12.00,27880.00,8278.00,726.00,4856.00,48.00,13972.00
2019,5,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,83.00,19.00,10.00,2.00,3.00,0.00,4.00,6.00,0.00,3334.00,1842.00,999.00,74.00,0.00,419.00
2019,5,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,911.00,288.00,112.01,10.38,76.84,1.04,87.72,41.00,5.00,18020.00,5755.00,1373.00,4509.00,44.00,6339.00
2019,5,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,181.00,40.00,12.66,0.00,16.00,0.00,11.34,0.00,0.00,1892.00,811.00,0.00,541.00,0.00,540.00
2019,5,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,186.00,52.00,21.77,2.65,15.40,0.00,12.18,0.00,0.00,3770.00,1742.00,229.00,801.00,0.00,998.00
2019,5,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,696.00,110.00,39.80,0.16,39.66,0.00,30.38,0.00,3.00,6865.00,2805.00,8.00,1895.00,0.00,2157.00
2019,6,9E,Endeavor Air Inc.,AUS,Austin  TX: Austin - Bergstrom International,36.00,11.00,5.96,1.00,2.25,0.00,1.80,0.00,0.00,871.00,567.00,77.00,71.00,0.00,156.00
2019,6,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,911.00,272.00,93.73,9.21,60.33,0.00,108.74,50.00,7.00,19189.00,5707.00,1067.00,3172.00,0.00,9243.00
2019,6,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,175.00,38.00,11.69,0.00,12.00,0.00,14.31,1.00,0.00,2272.00,830.00,0.00,440.00,0.00,1002.00
2019,6,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,180.00,60.00,20.74,2.24,12.48,0.00,24.54,0.00,1.00,4736.00,1691.00,149.00,583.00,0.00,2313.00
2019,6,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,694.00,160.00,52.04,7.97,52.34,0.67,46.99,2.00,3.00,9439.00,3851.00,835.00,1891.00,30.00,2832.00
2019,6,EV,ExpressJet Airlines LLC,AUS,Austin  TX: Austin - Bergstrom International,4.00,2.00,1.69,0.00,0.00,0.00,0.31,0.00,0.00,137.00,110.00,0.00,0.00,0.00,27.00
2019,6,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,304.00,91.00,26.03,3.43,28.40,0.00,33.13,4.00,1.00,5104.00,1475.00,162.00,1378.00,0.00,2089.00
2019,6,G4,Allegiant Air,AUS,Austin  TX: Austin - Bergstrom International,79.00,14.00,4.92,1.54,2.97,0.00,4.57,0.00,2.00,628.00,252.00,128.00,88.00,0.00,160.00
2019,6,NK,Spirit Air Lines,AUS,Austin  TX: Austin - Bergstrom International,301.00,73.00,16.89,1.70,38.06,0.23,16.12,4.00,1.00,4979.00,1571.00,162.00,2016.00,55.00,1175.00
2010,8,YV,Mesa Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,235.00,35.00,20.00,1.00,7.15,0.00,6.85,0.00,1.00,1858.00,1068.00,94.00,184.00,0.00,512.00
2010,9,9E,Pinnacle Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,52.00,4.00,1.72,0.00,2.28,0.00,0.00,0.00,0.00,124.00,81.00,0.00,43.00,0.00,0.00
2010,9,AA,American Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,673.00,102.00,36.00,10.62,25.97,0.80,28.61,6.00,1.00,4952.00,1615.00,483.00,984.00,24.00,1846.00
2010,9,AS,Alaska Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,86.00,9.00,1.76,0.00,5.45,0.00,1.79,0.00,0.00,286.00,80.00,0.00,143.00,0.00,63.00
2010,9,B6,JetBlue Airways,AUS,Austin  TX: Austin - Bergstrom International,229.00,35.00,16.75,1.68,5.94,0.00,10.62,0.00,0.00,2634.00,1146.00,407.00,208.00,0.00,873.00
2010,9,CO,Continental Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,299.00,36.00,13.54,3.10,14.52,0.00,4.85,1.00,0.00,1594.00,612.00,115.00,543.00,0.00,324.00
2010,9,DL,Delta Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,233.00,37.00,14.51,0.13,12.27,0.00,10.09,0.00,0.00,1589.00,830.00,15.00,349.00,0.00,395.00
2010,9,EV,Atlantic Southeast Airlines,AUS,Austin  TX: Austin - Bergstrom International,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,9,F9,Frontier Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,82.00,9.00,1.47,0.00,1.65,0.00,5.88,0.00,0.00,307.00,46.00,0.00,40.00,0.00,221.00
2010,9,OH,Comair Inc.,AUS,Austin  TX: Austin - Bergstrom International,4.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,38.00,0.00,0.00
2010,9,OO,SkyWest Airlines Inc.,AUS,Austin  TX: Austin - Bergstrom International,150.00,25.00,12.52,0.11,7.18,0.65,4.54,0.00,0.00,1107.00,623.00,3.00,202.00,61.00,218.00
2010,9,UA,United Air Lines Inc.,AUS,Austin  TX: Austin - Bergstrom International,30.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,41.00,0.00,0.00,0.00,0.00
